sep 21/16:30:38.546 DEBUG2 : 		

StartSession()

sep 21/16:30:38.546 INFO   : Debug Log(info): Loading the I-jet driver
sep 21/16:30:40.406 DEBUG2 : 		ClearCodeBreak(<9:0xf000000000000000>, 1 units)
sep 21/16:30:40.408 DEBUG2 : 		<Call to _ExecDevicePreload: macro undefined
sep 21/16:30:40.408 DEBUG2 : 		<Call to execUserPreload: macro undefined
sep 21/16:30:40.551 INFO   : Debug Log(info): Loaded debugee: C:\version-control\EDD-LCP_Control\Firmware\LCP_Control\iar\bin\freertos_lowpower.out
sep 21/16:30:40.566 DEBUG2 : 		-------------- Download, suppress = 1
sep 21/16:30:40.566 DEBUG2 : 		-------------- Verify 1
sep 21/16:30:40.621 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xc000, 28996 bytes [by 0] = [ 00 23 00 10 69 2d 01 00 ... ])
sep 21/16:30:40.621 DEBUG2 : 		StopDownload()
sep 21/16:30:40.621 DEBUG2 : 		VectorCatchGet(core 0, allowed mask 0xff, current mask 0x0)
sep 21/16:30:40.621 DEBUG2 : 		VectorCatchSet(core 0, mask 0x1ff)
sep 21/16:30:40.626 INFO   : Debug Log(info): LowLevelReset(software, delay 200)
sep 21/16:30:40.626 INFO   : Debug Log(info): LowLevelReset(system, delay 200)
sep 21/16:30:40.626 INFO   : Debug Log(info): Calling reset script: SystemReset
sep 21/16:30:40.627 INFO   : Debug Log(info): 28996 bytes verified (514.84 Kbytes/sec)
sep 21/16:30:40.627 INFO   : Debug Log(info): Download completed and verification successful.
sep 21/16:30:40.627 DEBUG2 : 		============== Finished loading application. Now online.
sep 21/16:30:40.634 DEBUG2 : 		<Call to _ExecDevicePreReset: macro undefined
sep 21/16:30:40.634 DEBUG2 : 		<Call to execUserPreReset: macro undefined
sep 21/16:30:40.634 DEBUG2 : 		-> LowLevelReset(1)
sep 21/16:30:40.634 DEBUG2 : 		->   LowLevelReset(software, delay 200)
sep 21/16:30:40.634 INFO   : Debug Log(info): LowLevelReset(software, delay 200)
sep 21/16:30:40.634 DEBUG2 : 		  core 0: IsigEmu::ParamSet('JtagInitDelay', '200,r:300')
sep 21/16:30:40.635 DEBUG2 : 		LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:40.635 DEBUG2 : 		  core 0: IsigEmu::ParamSet('ResetStyle', 'SOFTWARE')
sep 21/16:30:40.635 DEBUG2 : 		Core 0: LowLevelSoftwareReset()
sep 21/16:30:40.642 DEBUG2 : 		->   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
sep 21/16:30:40.645 DEBUG2 : 		  LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:40.645 DEBUG2 : 		<-   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
sep 21/16:30:40.852 DEBUG2 : 		->   LowLevelReset(): WaitForCpuResetToComplete(core 0)
sep 21/16:30:40.853 DEBUG2 : 		  LowLevelReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:40.853 DEBUG2 : 		<-   LowLevelReset(): WaitForCpuResetToComplete(core 0)
sep 21/16:30:40.854 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:40.854 DEBUG2 : 		<-   LowLevelReset(software, delay 200)
sep 21/16:30:40.854 DEBUG2 : 		<- LowLevelReset(1)
sep 21/16:30:40.854 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xc000, 4 bytes [by 4] = [ 00 23 00 10 ])
sep 21/16:30:40.855 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xc004, 4 bytes [by 4] = [ 69 2d 01 00 ])
sep 21/16:30:40.855 DEBUG2 : 		CpuRegListSet(Core 0, SP_Main ->17) = 0x10002300 (268444416)
sep 21/16:30:40.856 DEBUG2 : 		CpuRegListSet(Core 0, PC ->15) = 0x12d68 (77160)
sep 21/16:30:40.857 DEBUG2 : 		CpuRegListGet(Core 0, XPSR ->16) = 0x1000000 (16777216)
sep 21/16:30:40.857 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12d68 (77160)
sep 21/16:30:40.857 INFO   : Debug Log(info): Target reset
sep 21/16:30:40.857 DEBUG2 : 		<Call to _ExecDeviceReset: macro undefined
sep 21/16:30:40.857 DEBUG2 : 		<Call to execUserReset: macro undefined
sep 21/16:30:40.857 DEBUG2 : 		SetCodeBreak(<0:0x12260>, 1 units, 'Stack window trigger')
sep 21/16:30:40.857 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x12260, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
sep 21/16:30:40.857 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x12260, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
sep 21/16:30:40.863 DEBUG2 : 		-> SetupTrace()
sep 21/16:30:40.863 DEBUG2 : 		-> AcquireXTrace()
sep 21/16:30:40.863 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigXTrace')
sep 21/16:30:40.863 DEBUG2 : 		  ISigAPI::CreateInstance('ISigXTrace')
sep 21/16:30:40.865 DEBUG2 : 		<- AcquireXTrace()
sep 21/16:30:40.865 DEBUG2 : 		  ISigXTrace::LinkAttach('SigTerminalLog',...)
sep 21/16:30:40.865 DEBUG2 : 		  ISigXTrace::LinkAttach('ISigXTraceClient',...)
sep 21/16:30:40.865 DEBUG2 : 		  ISigXTrace::LinkAttach('SigEmu',...)
sep 21/16:30:40.865 DEBUG2 : 		  ISigXTrace::LinkAttach('SigProbe',...)
sep 21/16:30:40.865 DEBUG2 : 		-> SetupLowLevelTrace()
sep 21/16:30:40.865 DEBUG2 : 		  ISigXTrace::Init('SWO,ETB')
sep 21/16:30:40.866 INFO   : Debug Log(info): INFO: Configuring trace using 'None' setting ...

sep 21/16:30:40.866 INFO   : INFO: Configuring trace using 'None' setting ...

sep 21/16:30:40.866 INFO   : Debug Log(info): INFO: Trace 'None' mode is used - trace is disabled.

sep 21/16:30:40.866 INFO   : INFO: Trace 'None' mode is used - trace is disabled.

sep 21/16:30:40.866 DEBUG2 : 		  ISigXTrace::TraceInfo(...) -> NULL (no trace)
sep 21/16:30:40.866 DEBUG2 : 		  ISigAPI::ReleaseInstance(sigXTrace)
sep 21/16:30:40.866 DEBUG2 : 		<- SetupLowLevelTrace()
sep 21/16:30:40.866 DEBUG2 : 		-> AcquireSWOInterface()
sep 21/16:30:40.866 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigSWO')
sep 21/16:30:40.866 DEBUG2 : 		  ISigSWO::LinkAttach('SigEmu',...)
sep 21/16:30:40.866 DEBUG2 : 		  ISigSWO::LinkAttach('SigTerminalLog',...)
sep 21/16:30:40.866 DEBUG2 : 		  ISigSWO::Init('')
sep 21/16:30:40.866 ERROR  : ISigSWO::Init() failed
sep 21/16:30:40.866 DEBUG2 : 		<- AcquireSWOInterface()
sep 21/16:30:40.866 DEBUG2 : 		-> CreateSigChanInterface()
sep 21/16:30:40.866 DEBUG2 : 		  ISigProbe::AcquireInterface('ISigChan')
sep 21/16:30:40.866 DEBUG2 : 		<- CreateSigChanInterface()
sep 21/16:30:40.866 DEBUG2 : 		-> SetupSigChanInterface()
sep 21/16:30:40.866 DEBUG2 : 		  ISigChan::LinkAttach('SigEmu',...)
sep 21/16:30:40.866 DEBUG2 : 		  ISigChan::LinkAttach('SigTerminalLog',...)
sep 21/16:30:40.866 DEBUG2 : 		  ISigChan::LinkAttach('SigXTrace',...)
sep 21/16:30:40.866 DEBUG2 : 		  ISigChan::Init('null')
sep 21/16:30:40.866 DEBUG2 : 		  ISigChan::AcquireInterface('ISigChanReader')
sep 21/16:30:40.866 DEBUG2 : 		  ISigChanReader::GotoBegin()
sep 21/16:30:40.866 DEBUG2 : 		<- SetupSigChanInterface()
sep 21/16:30:40.871 DEBUG2 : 		ISigA2d::ChanCnt(0) = 1
sep 21/16:30:40.871 DEBUG2 : 		ISigA2d::ChanName(0) = ITrgPwr
sep 21/16:30:40.871 DEBUG2 : 		ISigA2D::ChanAttr(0) = 311a1
sep 21/16:30:40.871 DEBUG2 : 		ISigA2D::ChanUnit(0) = 1
sep 21/16:30:40.871 DEBUG2 : 		ISigA2D::ChanMax(0) = 700000
sep 21/16:30:40.871 DEBUG2 : 		ISigA2D::ChanOffset(0) = 0
sep 21/16:30:40.871 DEBUG2 : 		ISigA2D::ChanOffset(0) = 12
sep 21/16:30:40.871 DEBUG2 : 		ISigA2D::ChanID(0) = 0x200
sep 21/16:30:40.873 DEBUG2 : 		ISigA2D::StreamEnumFreq(0,0) = 200000
sep 21/16:30:40.873 DEBUG2 : 		<- SetupTrace()
sep 21/16:30:40.873 DEBUG2 : 		-> SetupProfiling()
sep 21/16:30:40.873 DEBUG2 : 		<- SetupProfiling()
sep 21/16:30:40.874 DEBUG2 : 		SetCodeBreak(<0:0x10e44>, 1 units, 'Code @ artemis_ublox_i2c.c:903.5, type: default (hardware) ')
sep 21/16:30:40.874 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x10e44, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
sep 21/16:30:40.874 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x10e44, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
sep 21/16:30:40.875 DEBUG2 : 		SetCodeBreak(<0:0x10ecc>, 1 units, 'Code @ artemis_ublox_i2c.c:940.1, type: default (hardware) ')
sep 21/16:30:40.875 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x10ecc, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
sep 21/16:30:40.875 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x10ecc, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
sep 21/16:30:40.875 DEBUG2 : 		SetCodeBreak(<0:0x10bd8>, 1 units, 'Code @ artemis_ublox_i2c.c:351.5, type: default (hardware) ')
sep 21/16:30:40.875 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x10bd8, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
sep 21/16:30:40.875 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x10bd8, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
sep 21/16:30:40.875 DEBUG2 : 		SetCodeBreak(<9:0xf000000000000000>, 1 units, 'C-SPY Terminal I/O && library support module')
sep 21/16:30:40.876 DEBUG2 : 		SetCodeBreak(<0:0x115fa>, 1 units, '')
sep 21/16:30:40.876 DEBUG2 : 		  SetCodeBreak(): BreakSetAttr(bank 0, count 1, addr 0x115fa, attr <0x20009: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW>)
sep 21/16:30:40.877 DEBUG2 : 		  SetBreakpoint(): BreakGetAttr(bank 0, count 1, addr 0x115fa, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
sep 21/16:30:40.880 DEBUG2 : 		<Call to _ExecDeviceSetup: macro undefined
sep 21/16:30:40.880 DEBUG2 : 		<Call to execUserSetup: macro undefined
sep 21/16:30:40.891 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:40.891 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:40.891 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12d68 (77160)
sep 21/16:30:40.891 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12d68, 2 bytes [by 2] = [ 00 f0 ])
sep 21/16:30:40.891 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:40.891 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:40.891 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:40.892 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:40.892 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:40.904 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0x12260 (74336)
sep 21/16:30:40.904 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:40.904 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:40.904 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0s
sep 21/16:30:40.904 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:40.904 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:40.914 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:40.914 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12260, 2 bytes [by 2] = [ 00 b5 ])
sep 21/16:30:40.914 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x12260, attr <0x20409: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_HW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
sep 21/16:30:40.915 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:40.915 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:40.915 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:40.915 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:40.915 DEBUG2 : 		ClearCodeBreak(<0:0x12260>, 1 units)
sep 21/16:30:40.915 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x12260)
sep 21/16:30:40.917 DEBUG2 : 		CpuRegListGet(Core 0, LR -> 14) = 0x12dab (77227)
sep 21/16:30:40.917 DEBUG2 : 		CpuRegListGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
sep 21/16:30:40.917 DEBUG2 : 		CpuRegListGet(Core 0, SP_Main -> 17) = 0x100022f8 (268444408)
sep 21/16:30:40.917 DEBUG2 : 		CpuRegListGet(Core 0, SP_Proc -> 18) = 0x100022f8 (268444408)
sep 21/16:30:46.666 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x0, 512 bytes [by 0] = [ 50 91 00 a3 d2 4a 62 c0 ... ])
sep 21/16:30:46.666 ERROR  : MemRead() returned Failure while executing the operation ;   ReadPostCache(): 
sep 21/16:30:46.673 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12000, 512 bytes [by 0] = [ ef f3 09 80 bf f3 6f 8f ... ])
sep 21/16:30:46.830 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12200, 512 bytes [by 0] = [ 00 28 05 d0 00 21 13 4a ... ])
sep 21/16:30:47.517 DEBUG2 : 		CpuRegListGet(Core 0, CTRL_PRI -> 20) = 0x4000000 (67108864)
sep 21/16:30:47.684 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010000, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.684 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010004, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.684 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010008, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.685 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4001000c, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.685 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010010, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.685 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010014, 4 bytes [by 4] = [ 02 02 18 18 ])
sep 21/16:30:47.685 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010018, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.685 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4001001c, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.685 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010020, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.686 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010024, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.686 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010028, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.686 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4001002c, 4 bytes [by 4] = [ 18 18 18 18 ])
sep 21/16:30:47.686 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010030, 4 bytes [by 4] = [ 18 18 00 00 ])
sep 21/16:30:47.686 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010040, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.686 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010044, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.687 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010048, 4 bytes [by 4] = [ 00 00 11 00 ])
sep 21/16:30:47.687 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4001004c, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.687 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010050, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.687 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010054, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.687 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010058, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.688 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010060, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.688 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010080, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.688 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010084, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.688 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010088, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.688 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4001008c, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.688 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010090, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.689 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010094, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.689 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010098, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.689 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x4001009c, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.689 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100a0, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.689 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100a4, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.690 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100a8, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.690 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100ac, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.690 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100b4, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.690 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100b8, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.690 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100bc, 4 bytes [by 4] = [ 3f 3f 3f 3f ])
sep 21/16:30:47.690 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100c0, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.691 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100c4, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.691 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100c8, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.691 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100cc, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.691 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100d0, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.691 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100d4, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.691 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100d8, 4 bytes [by 4] = [ 3f 00 00 00 ])
sep 21/16:30:47.692 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100dc, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.692 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100e0, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.692 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100e4, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.692 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100e8, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.692 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100ec, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.692 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100f0, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.693 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100f4, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.693 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100f8, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.693 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x400100fc, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.693 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010100, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.693 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40010104, 4 bytes [by 4] = [ 00 00 00 00 ])
sep 21/16:30:47.720 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10005e00, 512 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
sep 21/16:30:53.047 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
sep 21/16:30:53.047 DEBUG2 : 		-> LowLevelGo(core 0)
sep 21/16:30:53.047 DEBUG2 : 		CpuRegListGet(Core 0, PC ->15) = 0x12260 (74336)
sep 21/16:30:53.047 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x12260, 2 bytes [by 2] = [ 00 b5 ])
sep 21/16:30:53.047 DEBUG2 : 		<Call to _ExecDeviceExecutionStarted: macro undefined
sep 21/16:30:53.047 DEBUG2 : 		<Call to execUserExecutionStarted: macro undefined
sep 21/16:30:53.047 DEBUG2 : 		  LowLevelGo(core 0), calling ISigChan::Start()
sep 21/16:30:53.048 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
sep 21/16:30:53.048 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
sep 21/16:30:53.061 DEBUG2 : 		CpuRegListGet(Core 0, PC -> 15) = 0xeb60 (60256)
sep 21/16:30:53.061 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
sep 21/16:30:53.062 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
sep 21/16:30:53.062 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 13 polls in 0.003s
sep 21/16:30:53.062 DEBUG2 : 		<Call to _ExecDeviceExecutionStopped: macro undefined
sep 21/16:30:53.062 DEBUG2 : 		<Call to execUserExecutionStopped: macro undefined
sep 21/16:30:53.068 DEBUG2 : 		  ISigChan::Stop()
sep 21/16:30:53.068 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xeb60, 2 bytes [by 2] = [ ab be ])
sep 21/16:30:53.068 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0xeb60, attr <0x2ab9f0b0: CPUMODE(185) | SIGEMU_BRK_ATTR_PASS | SIGEMU_BRK_ATTR_FLASH | SIGEMU_BRK_ATTR_RTOS | SIGEMU_BRK_ATTR_CHANGE>)
sep 21/16:30:53.068 ERROR  : BreakGetAttr() returned Failure while executing the operation
sep 21/16:30:53.068 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
sep 21/16:30:53.068 DEBUG2 : 		<- LowLevelGo(core 0)
sep 21/16:30:53.068 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
sep 21/16:30:53.069 DEBUG2 : 		ISigPcSampler::SampleRegister(SIGAPIARM_SAMPLE_7M_CYCLE) = 0x0
sep 21/16:30:53.070 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0xea00, 512 bytes [by 0] = [ 00 16 76 0d 04 f0 00 44 ... ])
